Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions
130 Lenox Road,11226,130,LENOX ROAD,Multifamily Housing,Multifamily Housing,57105.0,1931,1,100,83.0,88.9,3.7,0.8,4551.1,79.7,40.65384,-73.954997,282.1,211.2,70.9
180 Lenox Rd,11226,180,LENOX ROAD,Multifamily Housing,Multifamily Housing,100186.0,1929,1,100,81.6,87.0,3.5,0.8,4756.4,47.48,40.653911,-73.953804,481.6,370.4,111.2
143 Linden Boulevard,11226,143,LINDEN BOULEVARD,Multifamily Housing,Multifamily Housing,63511.0,1935,1,100,85.2,90.6,3.6,0.8,5258.2,82.79,40.652445,-73.953668,321.0,249.1,71.8
95 Linden Boulevard,11226,93,LINDEN BOULEVARD,Multifamily Housing,Multifamily Housing,139808.0,1927,1,100,79.9,84.9,3.6,0.0,9918.3,70.94,40.652372,-73.955063,859.1,693.4,165.8
222 Lenox Road,11226,222,LENOX ROAD,Multifamily Housing,Multifamily Housing,144230.0,1962,1,100,96.6,102.7,5.9,0.8,12726.6,86.78,40.654023,-73.951909,870.3,594.6,275.7
260 Lenox Road,11226,260,LENOX ROAD,Multifamily Housing,Multifamily Housing,58500.0,1936,1,100,93.1,,,,,,40.65408,-73.950993,314.2,256.2,57.9
270 Lenox Rd,11226,270,LENOX ROAD,Multifamily Housing,Multifamily Housing,77429.0,1961,1,100,96.4,102.1,3.6,0.9,,,40.654093,-73.950752,435.7,344.2,91.5
221 Linden Blvd,11226,211,LINDEN BOULEVARD,Multifamily Housing,Multifamily Housing,176270.0,1927,1,100,67.2,71.9,4.4,0.6,,,40.652581,-73.951074,738.3,483.6,254.7
201 LINDEN BLVD,11226,199,LINDEN BOULEVARD,Multifamily Housing,Multifamily Housing,176270.0,1927,1,100,85.9,92.7,3.8,0.8,,,40.652568,-73.951362,897.9,678.6,219.3
179 Linden Blvd.,11226,179,LINDEN BOULEVARD,Multifamily Housing,Multifamily Housing,75126.0,1926,1,100,72.2,78.2,3.3,0.7,5423.6,72.19,40.65254,-73.951845,323.1,240.8,82.3
45 Martense Street,11226,45,MARTENSE STREET,Multifamily Housing,Multifamily Housing,75312.0,1937,1,100,69.9,74.0,3.2,0.6,,,40.651305,-73.957302,313.2,234.9,78.3
164 Linden Blvd,11226,164,LINDEN BOULEVARD,Multifamily Housing,Multifamily Housing,57600.0,1924,1,100,87.7,94.0,4.8,0.8,6315.2,106.32,40.652505,-73.952227,316.7,223.2,93.5
30 Martense St,11226,22,MARTENSE STREET,Multifamily Housing,Multifamily Housing,65296.0,1962,1,100,62.5,67.1,3.6,0.5,2969.0,45.47,40.651236,-73.958293,248.6,174.2,74.4
130 Martense Street,11226,130,MARTENSE STREET,Multifamily Housing,Multifamily Housing,62634.0,1940,1,100,99.9,108.3,3.6,1.0,,,40.651435,-73.954516,364.0,290.1,73.9
105 Buckingham Road,11235,105,BUCKINGHAM ROAD,Multifamily Housing,Multifamily Housing,77863.0,1937,1,100,69.7,73.4,2.4,0.6,2592.2,33.29,40.647895,-73.964735,319.2,256.8,62.3
130 East 18th St,11226,130,EAST 18 STREET,Multifamily Housing,Multifamily Housing,72000.0,1956,1,100,150.4,,,,8015.7,98.35,40.647878,-73.962789,699.2,587.1,112.1
150 East 18th Street,11226,150,EAST 18 STREET,Multifamily Housing,Multifamily Housing,75802.0,1937,1,100,111.8,120.8,4.0,1.1,7894.2,104.14,40.647563,-73.962728,492.6,393.8,98.8
1701 Albemarle Road,11226,1701,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,106800.0,1937,1,100,125.0,123.5,4.0,1.1,5033.6,47.13,40.646929,-73.963427,768.5,629.7,138.8
25 TENNIS COURT,11226,25,TENNIS COURT,Multifamily Housing,Multifamily Housing,88382.0,1929,1,100,74.6,79.9,3.4,0.7,5697.2,64.46,40.648539,-73.961758,392.3,293.4,98.9
1 Tennis Ct,11226,1,TENNIS COURT,Multifamily Housing,Multifamily Housing,61477.0,1939,1,100,106.1,112.8,4.1,1.0,234.4,3.81,40.648427,-73.962735,382.3,298.5,83.8
50 East 19th Street,11226,50,EAST 19 STREET,Multifamily Housing,Multifamily Housing,65444.0,1935,1,100,81.9,88.2,4.1,0.7,5145.7,78.63,40.648301,-73.961906,321.2,235.5,85.7
68 East 19th Street,11226,68,EAST 19 STREET,Multifamily Housing,Multifamily Housing,69049.0,1931,1,100,82.9,,3.2,0.8,,,40.647949,-73.961841,337.6,266.0,71.6
1809 Albermale Road,11226,1809,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,144970.0,1931,1,100,77.2,,3.5,0.5,,,40.647038,-73.962418,710.1,543.8,166.3
145 East 18th Street,11226,145,EAST 18 STREET,Multifamily Housing,Multifamily Housing,66700.0,1962,1,100,79.4,83.8,4.4,0.7,1559.4,23.38,40.647744,-73.962742,322.5,225.9,96.6
125 e 18th st,11226,125,EAST 18 STREET,Multifamily Housing,Multifamily Housing,72206.0,1931,1,100,117.5,,,,4271.0,59.15,40.64812,-73.96281,488.8,405.8,82.9
522 Ocean Avenue,11226,522,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,78464.0,1927,1,100,98.3,104.4,4.9,0.8,,,40.649865,-73.960979,511.9,376.5,135.3
550 Ocean Avenue,11226,550,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,56430.0,1930,1,100,79.8,85.5,3.8,0.7,,,40.649396,-73.960889,268.9,199.2,69.7
45 Tennis Court,11226,45,TENNIS COURT,Multifamily Housing,Multifamily Housing,64970.0,1939,1,100,84.2,91.7,3.2,0.8,,,40.648591,-73.961289,318.8,252.4,66.4
35 TENNIS COURT,11226,35,TENNIS COURT,Multifamily Housing,Multifamily Housing,88585.0,1929,1,100,66.5,71.9,3.0,0.6,5026.5,56.74,40.648567,-73.961524,350.1,263.3,86.8
590 Ocean Avenue,11226,590,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,70566.0,1939,1,100,73.1,78.6,3.9,0.7,5783.0,81.95,40.64832,-73.960688,312.5,222.2,90.2
612 OCEAN AVENUE,11226,612,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,87549.0,1926,1,100,94.6,101.3,3.8,0.9,10411.1,118.92,40.647902,-73.960609,486.3,378.0,108.3
630 Ocean Ave,11226,630,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,96752.0,1963,1,100,92.2,97.9,5.4,0.8,8250.2,85.27,40.647565,-73.960544,545.7,377.2,168.5
1911 Albemarle Rd,11226,1911,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,85200.0,1927,1,100,87.8,93.8,6.3,0.7,823.9,9.67,40.647175,-73.961193,470.4,299.9,170.5
65 East 19th Street,11226,65,EAST 19 STREET,Multifamily Housing,Multifamily Housing,59990.0,1963,1,100,100.8,108.1,6.7,0.9,,,40.647991,-73.961827,375.3,248.8,126.6
575 Ocean Avenue,11226,575,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,67084.0,1926,1,100,123.5,123.2,4.1,0.0,6392.1,95.29,40.648896,-73.960774,634.0,543.7,90.3
591 Ocean Avenue,11226,591,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,77914.0,1935,1,100,79.4,84.6,3.1,0.7,,,40.648223,-73.960648,363.1,282.2,80.9
625 Ocean Ave,11234,2005,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,55426.0,1928,1,100,83.4,,,,7352.4,114.95,40.647282,-73.960198,310.5,246.8,63.7
2111 Albermarle Rd.,11226,2101,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,129817.0,1939,1,100,68.7,73.5,3.3,0.6,7551.6,58.17,40.647389,-73.959243,533.5,393.6,140.0
2244 Church Avenue,11226,2242,CHURCH AVENUE,Office,Office,70222.0,2013,1,100,71.4,70.3,13.5,0.2,2405.6,27.04,40.650424,-73.957847,503.3,115.2,388.1
185 Erusmus Street,11226,185,ERASMUS STREET,Multifamily Housing,Multifamily Housing,84000.0,1932,1,100,86.8,86.4,5.0,0.0,5435.3,64.71,40.649778,-73.949739,573.8,439.1,134.8
2507 SNYDER AVENUE,11226,54,VERONICA PLACE,Multifamily Housing,Multifamily Housing,72295.0,1988,1,100,19.2,19.3,3.8,0.1,3879.8,53.67,40.649187,-73.952864,112.3,21.7,90.6
39 Turner place,11238,39,TURNER PLACE,Multifamily Housing,Multifamily Housing,56610.0,1928,1,100,95.1,99.3,5.5,0.8,6328.1,111.78,40.64535,-73.970318,329.9,227.2,102.7
60 Turner Place,11218,60,TURNER PLACE,Multifamily Housing,Multifamily Housing,158789.0,1961,1,100,60.9,63.1,3.8,0.5,5124.2,32.27,40.645394,-73.969781,604.7,402.4,202.2
180 East 17th St,11226,180,EAST 17 STREET,Multifamily Housing,Multifamily Housing,86262.0,1953,1,100,76.4,81.3,4.1,0.7,,,40.646259,-73.96346,400.4,282.8,117.6
200-214 E 17 Street,11226,200,EAST 17 STREET,Multifamily Housing,Multifamily Housing,63222.0,1966,1,100,90.0,96.1,4.0,0.8,,,40.645902,-73.963395,338.0,254.3,83.7
222 East 17 Street,11226,222,EAST 17 STREET,Multifamily Housing,Multifamily Housing,90289.0,1958,1,100,90.9,97.6,3.6,0.9,,,40.645513,-73.96332,481.6,375.1,106.6
1601 Beverly Road,11226,1601,BEVERLEY ROAD,Multifamily Housing,Multifamily Housing,129966.0,1940,1,100,64.9,68.9,3.5,0.6,,,40.644431,-73.963944,511.7,363.2,148.5
1700 Albemarle Road,11226,1700,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,106000.0,1939,1,100,67.8,71.9,3.1,0.6,3130.6,29.53,40.646912,-73.963424,427.5,319.9,107.6
200 E. 18th Street,11226,200,EAST 18 STREET,Multifamily Housing,Multifamily Housing,65182.0,1937,1,100,78.7,84.9,4.1,0.7,,,40.646185,-73.962469,308.6,224.4,84.2
240 East 18th Street,11226,240,EAST 18 STREET,Multifamily Housing,Multifamily Housing,65448.0,1939,1,100,80.9,85.2,3.5,0.7,5613.1,85.76,40.645474,-73.962333,319.2,243.6,75.6
205 EAST 17TH ST,11226,205,EAST 17 STREET,Multifamily Housing,Multifamily Housing,67481.0,1930,1,100,96.6,103.6,3.7,0.9,5279.0,78.23,40.645798,-73.963352,380.7,299.9,80.8
120 East 19th Street,11226,120,EAST 19 STREET,Multifamily Housing,Multifamily Housing,62500.0,1930,1,100,70.0,73.6,3.9,0.6,3929.5,62.87,40.64644,-73.961554,266.5,186.4,80.1
229 East 18th Street,11226,229,EAST 18 STREET,Multifamily Housing,Multifamily Housing,67984.0,1931,1,100,68.4,73.6,3.0,0.6,5586.4,82.17,40.645669,-73.962347,275.1,209.5,65.6
221 East 18th Street,11226,221,EAST 18 STREET,Multifamily Housing,Multifamily Housing,67500.0,1940,1,100,58.9,62.0,3.2,0.5,2171.7,32.17,40.645814,-73.962376,241.3,171.0,70.3
1900 Albermarle Road,11226,1904,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,78253.0,1927,1,100,75.3,,,0.7,0.0,0.0,40.647137,-73.961377,351.6,260.9,90.7
650 Ocean Avenue,11226,1916,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,129116.0,1926,1,100,64.7,68.1,3.7,0.5,6267.5,48.54,40.647175,-73.961042,510.8,361.5,149.3
700 Ocean Avenue,11226,700,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,82000.0,1924,1,100,68.9,72.4,3.8,0.6,10824.1,132.0,40.646011,-73.960246,343.4,242.0,101.4
165 East 19th Street,11226,165,EAST 19 STREET,Multifamily Housing,Multifamily Housing,131040.0,1941,1,100,82.5,,3.8,0.6,,,40.645663,-73.961381,677.3,511.8,165.5
141 East 19th Street,11226,141,EAST 19 STREET,Multifamily Housing,Multifamily Housing,60494.0,1930,1,100,119.2,126.8,3.8,1.1,,,40.646075,-73.96146,414.7,340.4,74.2
119 e 19th st ,11226,125,EAST 19 STREET,Multifamily Housing,Multifamily Housing,62456.0,1927,1,100,124.5,,,,6598.7,105.65,40.646346,-73.961514,442.5,373.3,69.2
645 Ocean Avenue,11226,645,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,70000.0,1929,1,100,44.2,48.6,3.6,0.4,4442.8,63.47,40.646892,-73.960393,198.9,118.5,80.4
"312 EAST 21 STREET, ",11226,312,EAST 21 STREET,Multifamily Housing,Multifamily Housing,64663.0,1940,1,100,130.5,130.5,3.4,1.2,2996.4,46.34,40.64682,-73.959344,478.1,408.1,70.0
681 Ocean Avenue,11226,681,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,62089.0,1923,1,100,106.8,112.0,4.6,0.9,8403.6,133.16,40.646286,-73.960274,405.9,310.9,95.1
699 Ocean Avenue,11226,699,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,91000.0,1921,1,100,46.6,49.8,3.8,0.4,8263.1,90.8,40.645657,-73.960156,273.5,160.3,113.2
2114 Albermarle Road,11226,2114,ALBEMARLE ROAD,Multifamily Housing,Multifamily Housing,63361.0,1935,1,100,65.6,70.2,2.3,0.6,2067.2,32.63,40.647413,-73.958865,241.7,192.9,48.8
973 Flatbush Avenue,11226,973,FLATBUSH AVENUE,Worship Facility,Worship Facility,98300.0,1919,1,100,25.3,26.5,4.5,0.1,2515.8,25.59,40.647729,-73.95814,191.7,52.6,139.1
2307 BEVERLEY RD,11226,2360,BEDFORD AVENUE,Retail Store,Retail Store,187823.0,1932,1,100,56.0,59.5,9.1,0.3,726.0,3.87,40.646023,-73.955359,795.7,240.5,555.2
201 East 19th Street,11226,201,EAST 19 STREET,Multifamily Housing,Multifamily Housing,56000.0,1964,1,100,87.6,93.2,4.1,0.8,3292.2,58.79,40.644441,-73.961148,292.9,217.3,75.6
734 Ocean Avenue,11226,734,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,66140.0,1924,1,100,96.6,103.0,3.4,0.9,5135.0,77.64,40.644622,-73.959984,371.1,297.1,74.0
"750 Ocean Avenue,",11226,750,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,60930.0,1924,1,100,100.4,106.5,4.0,0.9,961.0,15.77,40.644328,-73.95993,358.5,280.3,78.2
755 Ocean Ave,11226,755,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,126500.0,1931,1,100,85.9,92.0,3.6,0.8,7935.4,62.73,40.644221,-73.959887,641.3,490.7,150.7
2102 Beverly Road,11226,2102,BEVERLEY ROAD,Multifamily Housing,Multifamily Housing,62032.0,1958,1,100,94.0,98.6,5.4,0.3,,,40.644981,-73.95878,416.2,306.0,110.2
415 Stratford Road,11218,415,STRATFORD ROAD,Multifamily Housing,Multifamily Housing,106889.0,1963,1,100,65.0,67.9,3.9,0.5,,,40.638446,-73.96768,426.6,292.4,134.3
394 ARGYLE RD HCM,11218,400,ARGYLE ROAD,Multifamily Housing,Multifamily Housing,176670.0,1959,1,100,68.6,72.6,4.1,0.6,,,40.639546,-73.966015,741.5,512.9,228.6
405 WESTMINSTER RD HCM,11218,405,WESTMINSTER ROAD,Multifamily Housing,Multifamily Housing,153414.0,1960,1,100,86.6,91.8,4.7,0.8,,,40.639036,-73.966844,804.0,573.9,230.1
400 Rugby Road,11226,400,RUGBY ROAD,Multifamily Housing,Multifamily Housing,77478.0,1959,1,100,73.6,78.4,3.9,0.7,,,40.639947,-73.965146,344.6,247.1,97.5
415 Argyle Road,11218,415,ARGYLE ROAD,Multifamily Housing,Multifamily Housing,110377.0,1961,1,100,124.6,123.4,3.9,1.1,3726.0,33.76,40.639255,-73.965936,790.0,650.8,139.2
385 Argyle Road,11218,385,ARGYLE ROAD,Multifamily Housing,Multifamily Housing,59640.0,1941,1,100,83.8,89.4,3.4,0.8,2445.1,41.0,40.639804,-73.966043,293.1,228.3,64.8
410 Marlboro Road,11226,402,MARLBOROUGH ROAD,Multifamily Housing,Multifamily Housing,52980.0,1939,1,100,105.1,113.0,3.4,1.0,,,40.640295,-73.964263,319.9,263.3,56.7
400 East 17 Street,11226,400,EAST 17 STREET,Multifamily Housing,Multifamily Housing,72534.0,1962,1,100,73.0,76.3,4.4,0.6,2677.2,36.91,40.641077,-73.962479,326.5,221.0,105.5
415 East 16th Street,11226,415,EAST 16 STREET,Multifamily Housing,Multifamily Housing,56067.0,1929,1,100,89.2,93.9,3.6,0.8,5337.1,95.19,40.640415,-73.963315,294.5,226.8,67.7
405 East 16th Street,11226,405,EAST 16 STREET,Multifamily Housing,Multifamily Housing,51176.0,1928,1,100,84.1,89.4,5.1,0.7,,,40.640602,-73.963351,265.1,180.0,85.1
1710 Cortelyou Road,11226,1710,CORTELYOU ROAD,Multifamily Housing,Multifamily Housing,145238.0,1960,1,100,75.3,,3.8,,13151.1,89.41,40.6421,-73.962446,667.6,482.0,185.6
415 East 17 Street,11230,415,EAST 17 STREET,Multifamily Housing,Multifamily Housing,84000.0,1939,1,100,94.7,101.0,3.7,0.9,,,40.640791,-73.962404,465.1,365.6,99.5
383 East 17th Street,11226,383,EAST 17 STREET,Multifamily Housing,Multifamily Housing,60294.0,1941,1,100,79.2,,,,,,40.64137,-73.962515,281.6,215.8,65.8
330 East 19th Street,11226,330,EAST 19 STREET,Multifamily Housing,Multifamily Housing,68000.0,1958,1,100,77.2,80.5,5.1,0.6,,,40.642136,-73.960738,334.7,220.7,114.1
350 E. 19th Street,11226,350,EAST 19 STREET,Multifamily Housing,Multifamily Housing,63566.0,1962,1,100,91.6,91.6,5.2,0.7,3922.8,61.71,40.641867,-73.960688,360.1,255.0,105.2
1801 Dorchester Road,11226,1801,DORCHESTER ROAD,Multifamily Housing,Multifamily Housing,119106.0,1954,1,100,68.0,72.5,3.6,0.6,4424.4,37.15,40.640593,-73.961258,490.6,349.6,141.0
385 East 18th St.,11226,385,EAST 18 STREET,Multifamily Housing,Multifamily Housing,76446.0,1940,1,100,59.1,,3.5,0.0,3013.2,39.42,40.64179,-73.961614,353.6,266.0,87.6
822 Ocean Ave,11226,822,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,54307.0,1936,1,100,73.2,78.2,3.2,0.7,,,40.64253,-73.959588,235.5,178.8,56.7
832 ocean av,11226,832,OCEAN AVENUE,Office,Office,68336.0,1932,1,100,87.2,92.8,3.7,0.8,4104.8,50.88,40.642344,-73.959553,415.1,318.0,97.1
1911 Dorchester Road,11226,860,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,58046.0,1940,1,100,78.5,84.6,4.3,0.7,4441.7,76.52,40.641822,-73.959456,275.7,197.1,78.6
349 East 19 Street,11226,349,EAST 19 STREET,Multifamily Housing,Multifamily Housing,51000.0,1937,1,100,75.8,82.1,2.5,0.7,,,40.641897,-73.96067,223.3,181.5,41.8
460 East 21st Street,11226,460,EAST 21 STREET,Multifamily Housing,Multifamily Housing,70190.0,1959,1,100,89.4,95.1,5.2,0.8,,,40.642945,-73.958608,382.6,267.7,115.0
2015 Dorchester Rd,11226,2015,DORCHESTER ROAD,Multifamily Housing,Multifamily Housing,65016.0,1928,1,100,111.3,118.5,4.4,1.0,,,40.641594,-73.959139,424.3,331.1,93.2
855 Ocean Avenue,11226,855,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,58000.0,1930,1,100,58.6,58.2,3.4,0.5,,,40.641899,-73.959448,208.5,143.4,65.0
835 Ocean Ave,11226,835,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,93261.0,1953,1,100,90.9,97.0,4.1,0.8,9320.8,99.94,40.642272,-73.959517,506.0,385.3,120.7
251 E. 29TH STREET,11226,251,EAST 29 STREET,Multifamily Housing,Multifamily Housing,57456.0,1964,1,100,74.6,77.9,5.6,0.6,6644.2,115.64,40.643844,-73.94979,271.2,169.1,102.0
470 Stratford Road,11218,470,STRATFORD ROAD,Multifamily Housing,Multifamily Housing,71811.0,1959,1,100,68.3,73.2,2.8,0.6,3294.0,45.87,40.636846,-73.9674,288.6,223.0,65.7
520 East 21st Street,11226,520,EAST 21 STREET,Multifamily Housing,Multifamily Housing,103494.0,1951,1,100,81.5,85.6,4.8,0.7,7915.6,76.48,40.641273,-73.958296,517.1,355.9,161.2
580 East 21st Street,11226,580,EAST 21 STREET,Multifamily Housing,Multifamily Housing,61517.0,1961,1,100,142.7,151.2,5.4,1.3,2323.0,37.76,40.640161,-73.958091,512.1,405.0,107.2
426 East 22nd Street,11225,426,EAST 22 STREET,Multifamily Housing,Multifamily Housing,60480.0,1931,1,100,97.0,101.8,4.2,0.8,5718.5,94.55,40.641198,-73.95733,357.6,273.6,84.0
2107 ditmas ave,11226,2107,DITMAS AVENUE,Senior Care Community,Senior Care Community,122676.0,1975,1,100,87.7,87.7,15.2,0.4,8564.4,69.81,40.639848,-73.957843,823.8,233.1,590.7
525 East 21st Street,11226,525,EAST 21 STREET,Multifamily Housing,Multifamily Housing,51611.0,1910,1,100,95.3,101.3,4.0,0.9,3599.8,69.75,40.641163,-73.958252,290.5,222.3,68.2
2211 Ditmas Ave,11226,2211,DITMAS AVENUE,Multifamily Housing,Multifamily Housing,59844.0,1915,1,100,73.2,77.0,3.8,0.6,,,40.640292,-73.956732,267.5,192.9,74.5
346 East 29th Street,11226,346,EAST 29 STREET,Multifamily Housing,Multifamily Housing,71713.0,1966,1,100,70.9,75.8,4.2,0.6,2287.9,31.9,40.642085,-73.949622,312.0,213.6,98.4
1002 Ditmas Ave,11218,1002,DITMAS AVENUE,Multifamily Housing,Multifamily Housing,84891.0,1931,1,100,81.4,86.0,5.0,0.7,,,40.635287,-73.967494,424.9,289.8,135.1
570 Westminster Road,11230,570,WESTMINSTER ROAD,Multifamily Housing,Multifamily Housing,254700.0,1935,1,100,54.9,57.1,3.1,0.4,8501.6,32.82,40.63494,-73.966089,894.1,629.9,264.2
931 Coney Island Ave,11230,931,CONEY ISLAND AVENUE,Mixed Use Property,Multifamily Housing,51590.0,1933,1,100,23.2,23.7,5.2,0.1,,,40.634721,-73.967466,147.9,22.6,125.3
580 East 17th Street,11226,578,EAST 17 STREET,Multifamily Housing,Multifamily Housing,107175.0,1938,1,100,83.0,87.9,4.7,0.7,3720.4,34.71,40.636715,-73.961657,540.2,382.1,158.1
585 East 21st Street,11226,585,EAST 21 STREET,Multifamily Housing,Multifamily Housing,57350.0,1931,1,100,68.6,73.3,4.2,0.6,1306.1,22.77,40.639535,-73.957951,242.2,164.4,77.8
2116 Ditmas Avenue,11226,2116,DITMAS AVENUE,Multifamily Housing,Multifamily Housing,75900.0,1935,1,100,74.4,79.6,3.0,0.7,4878.3,64.27,40.639862,-73.957767,331.9,257.3,74.6
2212 Ditmas Avenue,11226,2212,DITMAS AVENUE,Multifamily Housing,Multifamily Housing,63960.0,1934,1,100,81.6,87.3,3.9,0.7,,,40.640287,-73.956696,311.8,230.7,81.1
2401 Newkirk Ave,11226,2401,NEWKIRK AVENUE,Multifamily Housing,Multifamily Housing,50258.0,1931,1,100,96.1,101.5,9.0,0.7,,,40.639649,-73.954034,320.5,178.0,142.5
411 E 26th Street,11226,411,EAST 26 STREET,Multifamily Housing,Multifamily Housing,78708.0,1962,1,100,71.7,76.4,4.0,0.6,,,40.640357,-73.952329,344.7,239.8,104.9
600 East 18th Street,11226,600,EAST 18 STREET,Multifamily Housing,Multifamily Housing,62142.0,1951,1,100,76.4,80.4,4.2,0.7,,,40.636248,-73.960587,288.6,203.6,85.1
616 E. 18th Street,11226,620,EAST 18 STREET,Multifamily Housing,Multifamily Housing,98955.0,1961,1,100,72.9,72.2,4.2,0.0,3254.8,32.89,40.635875,-73.960515,563.9,426.9,137.0
1818  Newkirk Ave,11226,1802,NEWKIRK AVENUE,Multifamily Housing,Multifamily Housing,152405.0,1958,1,100,77.6,82.1,3.9,0.7,5555.8,36.45,40.636866,-73.960529,712.2,515.2,197.0
1825 Foster Avenue,11230,1815,FOSTER AVENUE,Multifamily Housing,Multifamily Housing,66513.0,1941,1,100,80.2,,3.7,0.7,2972.0,44.68,40.635474,-73.960191,320.3,241.9,78.4
601 E 18th St,11226,601,EAST 18 STREET,Multifamily Housing,Multifamily Housing,83790.0,1964,1,100,68.1,71.7,4.0,0.5,3345.6,39.93,40.636199,-73.960554,356.1,246.1,110.0
1030 Ocean Avenue,11226,1030,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,57624.0,1960,1,100,15.3,14.7,4.3,,3185.2,55.28,40.637277,-73.95859,82.0,0.0,82.0
1038 Ocean Avenue,11226,1038,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,96300.0,1940,1,100,9.9,9.6,2.8,,3032.6,31.49,40.637153,-73.958568,88.9,0.0,88.9
1060 Ocean Ave ,11226,1060,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,75221.0,1931,1,100,75.1,79.8,3.2,0.7,6294.9,83.68,40.636818,-73.958504,334.4,254.0,80.4
601 E 19th Street,11226,601,EAST 19 STREET,Multifamily Housing,Multifamily Housing,132088.0,1942,1,100,68.6,,2.8,0.6,6156.0,46.61,40.636195,-73.959592,540.3,419.8,120.5
2015 Foster Avenue,11210,2015,FOSTER AVENUE,Multifamily Housing,Multifamily Housing,54590.0,1941,1,100,85.6,89.2,5.7,0.7,3577.9,65.54,40.63645,-73.958165,294.5,196.6,97.9
2110 Newkirk Avenue,11226,2110,NEWKIRK AVENUE,Multifamily Housing,Multifamily Housing,86588.0,1931,1,100,59.7,64.8,3.4,0.5,815.0,9.41,40.638316,-73.957508,314.6,221.2,93.4
2720 Foster Avenue,11210,2720,FOSTER AVENUE,Multifamily Housing,Multifamily Housing,61575.0,1931,1,100,73.9,77.8,5.3,0.6,4729.2,76.8,40.638459,-73.950871,286.2,182.3,103.9
1119 Foster Avenue,11230,1119,FOSTER AVENUE,Multifamily Housing,Multifamily Housing,59400.0,1959,1,100,88.1,93.8,0.6,0.9,6235.7,104.98,40.632605,-73.966166,282.8,271.6,11.2
612 Argyle Rd.,11230,612,ARGYLE ROAD,Multifamily Housing,Multifamily Housing,86319.0,1933,1,100,73.6,77.7,3.6,0.7,5636.9,65.3,40.634174,-73.964994,379.9,280.5,99.4
646 Argyle Road,11230,646,ARGYLE ROAD,Multifamily Housing,Multifamily Housing,110000.0,1928,1,100,70.7,,,0.6,4025.3,33.7,40.633557,-73.964876,506.6,371.5,135.0
611 Argyle Road,11230,611,ARGYLE ROAD,Multifamily Housing,Multifamily Housing,89201.0,1931,1,100,90.1,95.7,3.9,0.8,7388.5,82.83,40.634177,-73.964973,478.8,367.6,111.2
1170 Ocean Ave,11230,1170,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,68000.0,1931,1,100,67.8,72.5,3.6,0.6,3337.1,49.07,40.633889,-73.957944,278.3,200.0,78.3
1160 Ocean Avenue,11230,1160,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,84000.0,1931,1,100,67.5,67.3,3.5,0.6,,,40.634073,-73.95798,341.5,246.8,94.7
1122 Ocean Ave,11230,1122,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,100052.0,1955,1,100,93.1,96.8,4.0,0.8,7369.1,73.65,40.634781,-73.958112,551.6,419.0,132.6
1199 Ocean Ave,11230,1199,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,85050.0,1958,1,100,72.6,76.5,3.1,0.7,,,40.633332,-73.957818,365.4,277.8,87.6
